Year,Reciever,Grant size (DKK),Description,Translated Description,Project Category
2013, Københavns Universitet,"2,4 mio. kr.",Dissecting the role of ATP binding cassette proteins intercellular sterol transport and sequestration,Dissecting the role of ATP binding cassette proteins intercellular sterol transport and sequestration, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Bátor Tábor Foundation,"2,6 mio. kr.",Zebrafish research creating a holistic mirror of intricate physiological reactions in vertebrates,Zebrafish research creating a holistic mirror of intricate physiological reactions in vertebrates, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, Aalborg Universitet Teknisk og naturvidenskabelig forskning Villum Kann Rasmussens Årslegat,"4,5 mio. kr.",Expanding the capacities of Bátor Tábor,Expanding the capacities of Bátor Tábor, Villum Kann Rasmussens Årslegat Teknisk og naturvidenskabelig forskning
2013, Aalborg Universitet Teknisk og naturvidenskabelig forskning Villum Kann Rasmussens Årslegat,500.000 kr.,Villum Kann Rasmussens Årslegat til Teknisk og Naturvidenskabelig Forskning 2014 - Instituttets andel,Villum Kann Rasmussen's Annual Award for Technical and Scientific Research 2014 - The Institute's share, Villum Kann Rasmussens Årslegat Teknisk og naturvidenskabelig forskning
2013, Aarhus Universitet,4 mio. kr.,Villum Kann Rasmussens Årslegat til Teknisk og Naturvidenskabelig Forskning 2014 - personlig andel,Villum Kann Rasmussen's Annual Award for Technical and Scientific Research 2014 - personal share, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Roskilde Universitet,4 mio. kr.,Bridging Scales to Understand and Predict Arctic Vegetation Under Climate Change (BRISCA),Bridging Scales to Understand and Predict Arctic Vegetation Under Climate Change (BRISCA), Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, GEUS - De Nationale Geologiske Undersøgelser for Danmark og Grønland,"3,7 mio. kr.",Crystallization studied by interface pinning: from ab initio to coarse grained models,Crystallization studied by interface pinning: from ab initio to coarse grained models, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Aarhus Universitet,"3,8 mio. kr.",Primary producers under thinning ice - past responses and future projections for High Arctic Greenland,Primary producers under thinning ice - past responses and future projections for High Arctic Greenland, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,"3,7 mio. kr.",Novel materials for high capacity batteries - Going beyond lithium,Novel materials for high capacity batteries - Going beyond lithium, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Danmarks Tekniske Universitet,"1,9 mio. kr.",Onset and duration of the greatest speciation event of the Phanerozoic: Were present day biodiversity levels reached,Onset and duration of the greatest speciation event of the Phanerozoic: Were present day biodiversity levels reached, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,4 mio. kr.,A New phenomenon Yet to be resolved in ductile PLATE tearing (AnyPLATE),A New phenomenon Yet to be resolved in ductile PLATE tearing (AnyPLATE), Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Aarhus Universitet,"3,9 mio. kr.",Dynamic quantum crystallography: Direct insights into the properties of crystalline materials,Dynamic quantum crystallography: Direct insights into the properties of crystalline materials, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,"3,8 mio. kr.",Photocatalytic low-dimensional hybrid organic-inorganic materials,Photocatalytic low-dimensional hybrid organic-inorganic materials, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,"3,6 mio. kr.",Dissipative Engineering of Topological phases of matter,Dissipative Engineering of Topological phases of matter, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,4 mio. kr.,A genomic approach to study and conserve the biodiversity of the African megafauna,A genomic approach to study and conserve the biodiversity of the African megafauna, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,4 mio. kr.,Characterizing the differences and similarities between the genomes of industrially relevant microorganisms,Characterizing the differences and similarities between the genomes of industrially relevant microorganisms, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Danmarks Tekniske Universitet,4 mio. kr.,Unlocking the potential of Monte Carlo in molecular simulation,Unlocking the potential of Monte Carlo in molecular simulation, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, GEUS - De Nationale Geologiske Undersøgelser for Danmark og Grønland,7 mio. kr.,Quantum network of artificial atoms,Quantum network of artificial atoms, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Danmarks Tekniske Universitet,7 mio. kr.,Spatial Calibration and Evaluation in distributed hydrological modeling using satellite remote sensing data (SPACE),Spatial Calibration and Evaluation in distributed hydrological modeling using satellite remote sensing data (SPACE), Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Københavns Universitet,7 mio. kr.,Quantum dot Energy level Engineering for laser applicatioNs on InP and Si platforms (QUEENs),Quantum dot Energy level Engineering for laser applicatioNs on InP and Si platforms (QUEENs), Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Aarhus Universitet,7 mio. kr.,Quantum dynamics in non-equilibrium systems,Quantum dynamics in non-equilibrium systems, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Syddansk Universitet,"5,3 mio. kr.",Glacial history of the Northeast Greenland ice sheet and its contribution to sea level change during the last 11.700 years,Glacial history of the Northeast Greenland ice sheet and its contribution to sea level change during the last 11.700 years, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Danmarks Tekniske Universitet,7 mio. kr.,Characterizing the regulatory circuitry of global lipid metabolism,Characterizing the regulatory circuitry of global lipid metabolism, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Danmarks Tekniske Universitet,"6,9 mio. kr.",Intelligent 3D cell scaffolds for environmental applications,Intelligent 3D cell scaffolds for environmental applications, Teknisk og naturvidenskabelig forskning Villum Young Investigator
2013, Copenhagen Business School,15 mio. kr.,Identifying the genetic basis for eukaryotic speciation and genus formation using a unique high resolution DNA-compe,Identifying the genetic basis for eukaryotic speciation and genus formation using a unique high resolution DNA-compe, Miljø og klima Miljø og klima
2013, Aarhus Universitet,30 mio. kr.,Professorship of corporate sustainability,Professorship of corporate sustainability, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Syddansk Universitet,60 mio. kr.,VKR-center for Quantum Scale Optical Processes - QUSCOPE,VKR-center for Quantum Scale Optical Processes - QUSCOPE, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, ESOF 2014,500.000 kr.,Postdoc-programmet 2014-2015,Postdoc programme 2014-2015, Kultur og samfund Andre projekter
2013, Københavns Universitet,12 mio. kr.,Afholdelse af Euroscience Open Forum 2014 i København 21-26. juni 2014,Holding of Euroscience Open Forum 2014 in Copenhagen 21-26 June 2014, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Aarhus Universitet,12 mio. kr.,Fundamental processes underlying the biophysical behavior of proteins,Fundamental processes underlying the biophysical behavior of proteins, Miljø og klima Miljø og klima
2013, European Environmental Citizens' Organisation for Standardisation (ECOS),"4,8 mio. kr.","Biowide ""biodiversity in width and depth""","Biowide ""biodiversity in width and depth""", Miljø og klima Miljø og klima
2013, Miljø- og Fødevareministeriet,"1,1 mio. kr.",Ensuring proper risk evaluation of nanomaterials to foster regulation of their production and use,Ensuring proper risk evaluation of nanomaterials to foster regulation of their production and use, Miljø og klima Miljø og klima
2013, North Sea Foundation,"4,4 mio. kr.",Nordisk Kattegatekspedition - 100 år efter Petersen,Nordic Kattegat Expedition - 100 years after Petersen, Miljø og klima Miljø og klima
2013, Hope and Homes for Children,"7,5 mio. kr.",Greening European Fisheries and Aquaculture policies,Greening European Fisheries and Aquaculture policies, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, Habitat for Humanity International,"6,2 mio. kr.",Investing in children - national childcare system reform in Romania,Investing in children - national childcare system reform in Romania, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013," ZPMP, Association for help to people with intellectual disabilities",14 mio. kr.,Social protection and alleviation from deprivation for at-risk children and adolescents in Bulgaria,Social protection and alleviation from deprivation for at-risk children and adolescents in Bulgaria, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, SOCIA - Social Reform Foundation,"7,5 mio. kr.",Centre for preparation and employment of people with intellectual disabilities,Centre for preparation and employment of people with intellectual disabilities, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, Hand in Hand Foundation,"3,8 mio. kr.",Early childhood intervention in Slovakia,Early childhood intervention in Slovakia, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, KATA Fonden,"3,1 mio. kr.",FECSKE services,FECSKE services, Kultur og samfund Andre projekter
2013, Københavns Universitet,6 mio. kr.,Klog på Natur - online opkvalificering af natur/teknik lærere i grundskolen,Wise on Nature - online upskilling of science/technology teachers in primary school, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Unicef,"6,8 mio. kr.",Microbial communication - a key to the development of novel sustainable agri - and aquaculture practices,Microbial communication - a key to the development of novel sustainable agri - and aquaculture practices, Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, Roma Education Fund,"8,5 mio. kr.","Second Decade, Second Chance","Second Decade, Second Chance", Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, ZIARNO - Stowarzyszenie Ekologiczno – Kulturalne,"7,4 mio. kr.","Pedagogy scholarship program in Czech Republic, Hungary and Slovakia","Pedagogy scholarship program in Czech Republic, Hungary and Slovakia", Unge og uddannelse i Europa Unge og uddannelse i Europa
2013, Danmarks Tekniske Universitet,16 mio. kr.,Organic production folk high school as an innovative method of young adults' education,Organic production folk high school as an innovative method of young adults' education, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Aarhus Universitet,"3,7 mio. kr.",Structure to function in chemistry and biology - new generation NMR at DTU,Structure to function in chemistry and biology - new generation NMR at DTU, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, Københavns Universitet,750.000 kr.,Light-emitting nano-structures in silicon,Light-emitting nano-structures in silicon, Kultur og samfund Andre projekter
2013, European Environmental Bureau,"5,3 mio. kr.","International konference om En Åben Verden; Videnskab, Teknologi og Samfund i lyset af Niels Bohr's tanker","International Open World Conference; Science, Technology and Society in the light of Niels Bohr's thoughts", Miljø og klima Miljø og klima
2013, Syddansk Universitet,"2,9 mio. kr.",Forøge økosystemernes modstandskraft,Increase the resilience of ecosystems, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2013, City of Partizanske,6 mio. kr.,On-Line Algorithms and Advice,On-Line Algorithms and Advice, Unge og uddannelse i Europa Unge og uddannelse i Europa
