,Year,Reciever,Grant size (DKK),Description,Location,Receiver Proffession
5010,2013,Claus Sixtus Jensen,DKK 500.000,Opsporing af kritisk forværring og intervention hos hospitalsindlagte børn - Et regionalt multi-center studie om implementering af Pædiatrisk Early Warning System,Aarhus Universitetshospital / Aarhus University Hospital,Udviklingsansvarlig sygeplejerske
5011,2013,Claus Storgaard Sørensen,DKK 500.000,In situ quantification of DNA double strand breaks - a novel tool for evaluation of drug efficacy and genome instability,BRIC,"Associate professor, Group Leader"
5012,2013,Corrado Cilio,DKK 250.000,The role of miRNAs and exosomes in the pathogenesis of autoimmune diabetes: mechanisms and biomarker discovery,"Dept of Clinical Sciences, Lund Universitet","Professor, Överläkare"
5013,2013,Danmarks Teknisk Universitet,DKK 4.390.000,BioPro World Talent Campus,NA,
5014,2013,Dansk Flygtningehjælp,DKK 400.000,Katastrofeforebyggelse i Bangladesh - hjælp til udsatte familier,NA,
5015,2013,Diana Schack Thoft,DKK 113.500,Patient og borgerinddragelse i sygeplejeforskning,Aalborg Universitetet / Aalborg University,Lektor
5016,2013,Ebbe Bødtkjer,DKK 1.400.000,Syre-base transport i hyperproliferative sygdomme,Aarhus Universitet,Adjunkt
5017,2013,Ejendomsfonden Copenhagen International School,DKK 101.000.000,Copenhagen International School Nordhavn,NA,
5018,2013,Ellen Aasum,DKK 400.000,The impact of NADPH oxidase in the diabetic heart,"Cardiovascular Research group, Universitetet i Tromsø",Professor in Medical Physiology
5019,2013,Ellen Moseholm Larsen,DKK 112.723,"DiagMIXED - En mixed methods undersøgelse af patienter under udredning for uspecifikke symptomer på alvorlig sygdom, der kunne være kræft.",Hillerød Hospital / Hilleroed Hospital,Ph.d.-studerende
5020,2013,Erik Näslund,DKK 250.000,Mechanisms behind resolution of diabetes and weight loss after gastric bypass surgery for obesity,Department of Clinical Sciences,Professor
5021,2013,Erik Renström,DKK 250.000,Preventing Activity-Dependent Calcium Signals in Pancreatic Beta-cells and Type 2-Diabetes Progression,Clinical Sciences Malmö,Professor
5022,2013,Erik Richter,DKK 250.000,"Experimental physiology of exercise metabolism, insulin action and muscle-brain cross-talk","Humanfysiologi, Københavns Universitet",Professor
5023,2013,Eszter Vanky,DKK 500.000,"PCOS mothers and their babies: Follow-up of a double-blind, randomized, Norwegian multicentre study during pregnancy",NA,"Associate professor, consultant"
5024,2013,Experimentarium,DKK 500.000,"Store danske videnskabsfolk, Experimentarium",NA,
5025,2013,Filippo Bosco,DKK 404.000,Clinical trials for DVD-based diagnostics,DTU Nanotech,Postdoc
5026,2013,Flemming Bendtsen,DKK 300.000,Intestinal decontamination with rifaximin. Effects on the inflammatory and hemodynamic state in patients with cirrhosis,Hvidovre Hospital,"Professor, Chief physician"
5027,2013,Flemming Cornelius,DKK 420.000,"Krystalstrukturen af Na,K-ATPasen i forskellige intermediære af reaktionscyklus samt struktur-funktion undersøgelser af interaktionen med hjerteglykosider",Aarhus Universitet,lektor
5028,2013,Francesco Cecconi,DKK 900.000,Functional analysis and manipulation of the autophagy signalling network,Kræftens Bekæmpelse,Lab Head/Prof.
5029,2013,Fredrik Bäckhed,DKK 10.000.000,Are the positive metabolic effects of bariatric surgery mediated by an altered gut microbiota?,Sahlgrenska universitetshospital,Professor
5030,2013,Fredrik Leeb-Lundberg,DKK 250.000,Cardiometabolic Consequences of GPR30/G Protein-coupled Estrogen Receptor Interactions with Receptor Activity Modifying Proteins (RAMPs),"Experimental Medical Science, Lund Universitet",Professor
5031,2013,Genevieve Thon,DKK 950.000,Regulation of protein stability by coupled sumoylation and ubiquitylation,Københavns Universitet,Associate Professor
5032,2013,Gertrud Hvidberg-Hansen,DKK 120.000,Kærlighedens metamorfoser. En glemt generation: klassicistiske tendenser i dansk billedkunst 1910-1940,Fyns Kunstmuseum,"Overinspektør, cand.mag"
5033,2013,Günther Peters,DKK 2.100.000,Modulation of Enzymatic Activity and Stability in Organic Media by the Addition of Excipients,"Department of Chemistry, Danmarks Tekniske Universitet",Lektor
5034,2013,Guro Valen,DKK 250.000,"Lipid droplet accumulation in the heart - the good, the bad, or the ugly?",Department of Physiology,Professor
5035,2013,Gustav Vaaje-Kolstad,DKK 480.000,Viral lytic polysaccharide monooxygenases as new antifungal agents,"Department of Chemistry, Biotechnology and Food Science",Researcher
5036,2013,Hadi Valadi,DKK 500.000,"Human exosomes, a novel vector for transferring therapeutic nucleic acids to body cells",Medicine,Researcher
5037,2013,Hannah Heilmann,DKK 47.400,Seminar om nordiske kunstnerbevægelser fra perioden omkring det moderne gennembrud,Den Frie Udstillingsbygning,"Forskningsassistent, cand. mag."
5038,2013,Hanne Abildgaard,DKK 105.000,"John Christensens/Barbermalerens værk og virksomhed og status i 1930rnes danske kunstliv, med særligt fokus på samtidens optagethed af det demokratiske, det sociale, det primitive og autodidakte",Arbejdermuseet,"Vicedirektør, mag. art."
5039,2013,Hannele Yki-Jarvinen,DKK 230.000,ORIGIN OF INTRAHEPATOCELLULAR TRIGLYCERIDES IN HUMAN NAFLD INDUCED BY EITHER FAT OR CARBOHYDRATE OVERFEEDING,"Medicine, Helsinki Universitet",Professor of Medicine
5040,2013,Hans Erik Bøtker,DKK 600.000,Effekten af remote iskæmisk perkonditionering ved primær perkutan intervention af akut ST-elevations myokardieinfarkt og kronisk hjertesvigt,Aarhus Universitetshospital,Professor
5041,2013,Hans Henrik Lohfert Jørgensen,DKK 84.300,The Saturated Sensorium - Principles of Perception and Mediation in the Middle Ages,University of Aarhus,"Lektor, ph.d."
5042,2013,Henriette Pilegaard,DKK 800.000,Role of PGC-1alpha in regulation of mitophagy,Københavns Universitet,lektor
5043,2013,Henrik Birn,DKK 600.000,New pathways for the treatment of inherited FSGS - the molecular basis for a renoprotective effect of vitamin D in a mouse model,Aarhus Universitet,Professor MSO
5044,2013,Henrik Bjursten,DKK 480.000,Device for treating Heart Disease,Department of Clinical Sciences,Ass. Prof. Consultant
5045,2013,Henrik Dimke,DKK 450.000,NOVEL STRATEGIES TO DETERMINE THE ROLE OF THE CALCIUM-SENSING RECEPTOR IN RENAL CALCIUM HANDLING AND KIDNEY STONE FORMATION,Syddansk Universitet Odense,"Post Doc , Assistant Professor"
5046,2013,Henrik Hasle,DKK 800.000,Pharmacogenetics of childhood AML: Individual SNP risk profiling for minimizing future treatment-related toxicities,Aarhus Universitetshospital,"Professor, overlæge"
5047,2013,Hilde Irene Nebb,DKK 250.000,Glucose and lipid homeostasis-metabolic control realted to nuclear receptors,"Faculty of Medicine, Department of Nutrition, Oslo Universitet","Professor, Vice Dean of research"
5048,2013,Hindrik Mulder,DKK 250.000,,"Clinical Sciences in Malmö, Lund Universitet",Professor
5049,2013,Hocine Mankouri,DKK 1.100.000,Investigating the causes and mechanisms of telomere dysfunction induced senescence,Københavns Universitet,Research Associate Professor
5050,2013,Iain Greenwood,DKK 1.000.000,Interplay of Kv7 channels and calcium-gated chloride channels in coronary artery regulation.,Københavns Universitet,Professor
5051,2013,Ingeniører uden Grænser,DKK 150.000,IUG projekt Børnelandsby til gadebørn i byen Malandighi.,NA,
5052,2013,Irina Kira Astakhova,DKK 500.000,Artificial Phosphoipid-Protein Bioconjugates for Advanced Diagnostics of Autoimmune Disorders,Nucleic Acid Center,Associate Professor
5053,2013,Ivana Novak,DKK 1.100.000,Role of proton pumps and proton pump inhibitors in pancreas physiology and pathophysiology,Københavns Universitet,Professor
5054,2013,Jacob Tfelt-Hansen,DKK 300.000,GEVAMI (GEnetic causes to Ventricular Arrhythmia in patients during first ST- elevation Myocardial Infarction),Rigshospitalet,Klinisk forskningslektor og afdelingslæge
5055,2013,Jan Borén,DKK 500.000,Mechanisms for and Consequences of Ectopic Lipid Accumulation,"Dept Molecular and Clinical Medicine, Göteborg Universitet",Professor
5056,2013,Jan Skov Pedersen,DKK 340.000,Automatic and thermostated sample robot for new small-angle scattering instrument,Aarhus Universitet,Professor
5057,2013,Janet Jensen,DKK 171.169,"Restitution Af Patienter efter Intensiv Terapi, RAPIT-studiet.",Hillerød Hospital / Hilleroed Hospital,Ph.d.-studerende
5058,2013,Jens Andersen,DKK 1.000.000,Exploring the spatial organization of innate immune signal transduction,Syddansk Universitet Odense,Professor
5059,2013,Jens Frisvad,DKK 2.300.000,The role of secondary metabolites in potentiating depolymerization of recalcitrant polysaccharides,"Department of Systems Biology, Danmarks Tekniske Universitet",Professor
5060,2013,Jens Hauser,DKK 1.000.000,Art between Synthetic Biology and Biohacking: Searching for Media Adequacy in the Epistemological Turn,University of Copenhagen,Dipl.-Journalist
5061,2013,Jens Juul Holst,NA,,NA,Professor
5062,2013,Jens Juul Holst,DKK 500.000,Investigations of the incretin hormones and their involvement in the intra-islet communication,"Department of Biomedical Sciences, Københavns Universitet",Professor
5063,2013,Jens Juul Holst,DKK 455.000,Glucagon-Like Peptide 1 Signaling - Are Vagal Mechanisms Involved?,Københavns Universitet,Professor
5064,2013,Jens Nielsen,DKK 2.500.000,MetaboGen identifies biomarkers by means of the gut microbiome for diseases related to the metabolic syndrome,Chalmers University of Technology,Professor
5065,2013,Jens Otto Lunde Jørgensen,DKK 600.000,Histone Deactylase Activity regulates GH signaling and action in vitro and in vitro,Aarhus Universitetshospital,"Lærestolsprofessor, klinisk professor, overlæge"
5066,2013,Jens Øllgaard Duus,DKK 1.900.000,Development of new NMR methods for the elucidation of carbohydrate converting enzyme mechanisms and optimization of enzyme processes in future green synthesis.,"Department of Chemistry, Danmarks Tekniske Universitet",Professor
5067,2013,Jesper Skovhus Thomsen,DKK 600.000,Immobilization induced osteoporosis - mechanisms and prevention,Aarhus Universitet,Lektor
5068,2013,Jodie Guy,DKK 400.000,Understanding the role of P58IPK in ER stress through studies of its structure and interactions,"Division of Molecular Structural Biology, Karolinska Institutet",Assistant Professor
5069,2013,John Eriksson,DKK 500.000,Development of Anisomelic Acid derivative(s) as Specific Chemotherapeutic agent for Human Papilloma Virus (HPV)-induced Carcinoma,Åbo Akademi University/Turku Center for Biotechnology,Professor
5070,2013,John Pernow,DKK 500.000,The importance of arginase for cardiovascular function in type 2 diabetes,"Department of Medicine, Unit of Cardiology, Karolinska Institutet",Professor
5071,2013,John Vissing,DKK 600.000,Muscle Glycogenosis type V: In vivo and in vitro characterization and therapy,Rigshospitalet,"Professor, Chief Physician"
5072,2013,Jon O. Lauring,DKK 80.000,Introduction to Neuroaesthetics,University of Copenhagen,"Forskningsassistent, cand. mag."
5073,2013,Joshua Brickman,DKK 1.400.000,Deciphering transcriptional mechanisms of priming and commitment in embryonic stem cell differentiation - relating epigenetic landscapes to transcriptional activity,Københavns Universitet,Professor
5074,2013,Jørgen Wojtaszewski,DKK 250.000,The regulation of irisin levels in humans and its possible effect in browning of adipose tissue - Characterization of an anti-diabetic drug for the future?,"August Krogh Centre, Molekylær Fysiologi Gruppen, Københavns Universitet",Professor
5075,2013,Jørgen Wojtaszewski,DKK 400.000,Transgenerational effects of exercise,Københavns Universitet,Professor
5076,2013,Judith Gottwein,DKK 500.000,Development of a whole virus inactivated vaccine candidate for hepatitis C virus (HCV) aimed at broad protection against the major genotypes,Dept. of Infectious Diseases and Clinical Research Centre / Hvidovre Hospital,Senior Researcher
5077,2013,Jurga Laurencikiene,DKK 250.000,Novel Transcriptional Networks Regulating Human Fat Cell Metabolism in Health and Disease (continuation),"Dept. of Medicine Huddinge, H7, Karolinska Institutet",Associate professor
5078,2013,Kaare Christensen,DKK 1.200.000,"Progress in health and functioning among exceptionally long-lived individuals? A study of centenarians born in 1895, 1905 and 1915",Syddansk Universitet Odense,"Professor, forskningsleder"
5079,2013,Kari Kalliokoski,DKK 250.000,Should we prescribe high-intensity interval training (HIT) for metabolic diseases?,"Turku PET Centre, Turku Universitet",Academy research fellow
5080,2013,Karin Piil,DKK 150.000,'NEON Rehab' Neuro-onkologisk rehabilitering. Rehabilitering af patienter med højgradsgliomer og deres pårørende.,Rigshospitalet / Copenhagen University Hospital,Ph.d.-studerende
5081,2013,Karin Stenkula,DKK 250.000,"Correlation between systemic insulin sensitivity, cell size and metabolic flexibility monitored at a single cell level in human adipose cells","Experimental Medical Science, Lund Universitet",Assistant professor
5082,2013,Karolina Skibicka,DKK 5.000.000,Can GLP-1 modify reward behavior and circuitry to reduce reward cravings? Answers from rodent and men in health and disease,"Endocrinology, Göteborg Universitet",Assistant Professor
5083,2013,Karsten Zengler,DKK 2.300.000,FutureChem - Biosustainable Production of Chemicals from Thin Air,"Center for Biosustainability, Danmarks Tekniske Universitet",Senior Researcher
5084,2013,Kirsten Grønbæk,DKK 2.500.000,Translationel Epigenetik i Hæmatologisk Cancer,"Hæmatologisk afdeling, Rigshospitalet","Overlæge, dr.med"
5085,2013,Kirsten Madsen,DKK 600.000,Vascular Endothelial Growth Factor og det renale medullære blodflows betydning for udvikling af hypertension,Syddansk Universitet Odense,"Adjunkt, læge"
5086,2013,Kjetil Tasken,DKK 500.000,Studies of the newly identified A kinase anchoring protein Opa1 that coordinates perilipin phosphorylation and mediates adrenergic control of lipolysis.,"Centre for Molecular Medicine Norway, Nordic EMBL Partnership and Biotechnology Centre, Oslo Universitet",Professor
5087,2013,Københavns Kommune,DKK 88.000.000,Europaskolen,NA,
5088,2013,Københavns Universitet,DKK 100.000.000,Statens Naturhistoriske Museum,NA,
5089,2013,Kristian Riesbeck,DKK 500.000,Development of a vaccine against Pseudomonas aeruginosa - a pathogen causing major morbidity,Laboratory medicine,Professor
5090,2013,Kristian Wachtell,DKK 2.500.000,Betydningen af atrial og ventrikulær remodelling som organskade under udvikling af kardiovaskulær sygdom fra normale til manifest hjertesvigt,"Medicinsk afdeling M, Glostrup Hospital","Overlæge, professor, dr.med"
5091,2013,Kristian Wachtell,DKK 600.000,Betydningen af atrial og ventrikulær remodelling som organskade under udvikling af kardiovaskulær sygdom fra normale til manifest hjertesvigt.,Glostrup Hospital,Overlæge
5092,2013,Kristina Grønborg Laut,DKK 500.000,End-of-life care in Denmark 2007-2011: Utilization patterns and the role of patient- and system related factors,Aarhus Universitetshospital / Aarhus University Hospital,Ph.d.-studerende
5093,2013,Kurt Højlund,DKK 350.000,Molekylære mekanismer bag insulinresistens og mitokondriel dysfunktion i muskelvæv ved fedme og T2D. En rolle for autofagi og og ufoldet protein response (UPR).,Odense Universitetshospital,"Overlæge, klinisk lektor"
5094,2013,Lars Ellgaard,DKK 600.000,Funktionel karakterisering af nye proteiner i det mammale Unfolded Protein Response,Københavns Universitet,Lektor
5095,2013,Lars Iversen,DKK 1.000.000,The role of Septin7 in the pathogenesis of malignant and non-malignant hyperproliferative skin diseases,Aarhus Universitetshospital,Professor
5096,2013,Lars Jakob Bang Larsen,DKK 1.000.000,Genopførelsen som kuratorisk og kunsthistorisk metode,Københavns Universitet,Ph.d.
5097,2013,Lars Jelsbak,DKK 1.000.000,Genomic adaptation of Mycobacterium tuberculosis in latent infection and active disease,Danmarks Tekniske Universitet,Lektor
