,Year,Reciever and Title,Grant size (DKK),Description,Project Category
595,2018,Opgang2 XL – ungdomsspor fase 2,500.000 kr.,"Opgang2 XL er en videreudvikling af det igangværende kultur-socialt initiativ som fonden har støttet siden 2016. XL er en indsats, hvor aktivitetsparate unge gennemgår et afklarende forløb i forhold til at komme i gang med uddannelse eller arbejde.",Unge på kanten
596,2018,Hjem til Alle alliancen – Fremtidens Socialpolitik,300.000 kr.,"Der er blevet afholdt en fælles konference med Hjem til Alle, Ungdommens Røde Kors, BL- Danmarks Almene Boliger, TrygFonden, Bikubenfonden og Tuborgfondet. Formålet med konferencen var at udarbejde et grundlag for på tværs af uddannelse, bolig og civilsamfundsaktører at drøfte hvordan udsatte unge bliver en del af samfundets brede fællesskaber. Konferencen blev afholdt den 15. maj 2019, og der blev udarbejdet et vidensgrundlaa, som findes på Bikubenfondens hjemmeside.",Unge på kanten
597,2018,Anbragte unges overgang til eget hjem,1.100.000 kr.,"Bikubenfonden har i samarbejde med Socialt Udviklingscenter SUS udarbejdet en publikation, der undersøger og beskriver, de vigtigste temaer for anbragte unge i overgangen til eget hjem. Publikationen er skrevet på baggrund af fortællinger fra 18 tidligere anbragte unge og drøftet og diskuteret med relevante forskere og praktikere samt suppleret med den seneste viden på området.",Unge på kanten
598,2018,Kraka – studie om hjemløshed i norden,983.554 kr.,Projektet er et samarbejde mellem Hjem til Alle alliancen og Kraka om et studie der sammenligner hjemløshed på tværs af de nordiske lande.,Unge på kanten
599,2018,Svanninge Bjerge 2019,1.165.000 kr.,Uddeling til fondsformål.,Andre formål
600,2018,"Center for Ungdomsforskning, Aalborg Universitet – Effektmåling til et godt liv",95.000 kr.,"Som et led i udviklingen af kultur-sociale indsatser har Bikubenfonden samarbejdet med CEFU om et studie som beskriver virkningen af indsatserne. Studiet blev udgivet som bogen Når kunst gør en forskel, som findes på Bikubenfondens hjemmeside.",Unge på kanten
601,2018,Fonden Morgencafé for Hjemløse 2019-2022,2.000.000 kr.,"Som konsekvens af den stigende ungehjemløshed kommer unge brugere i Morgencaféen, hvor der er et særligt fokus på at hjælpe dem videre i livet. Stigningen i ungehjemløshed er særlig problematisk, fordi mange unge hjemløse relativt hurtigt annekterer en hjemløseidentitet, som de forbliver i igennem hele deres voksenliv. Morgencafé for Hjemløse hjælper de unge ved at opfylde deres her-og-nu behov og dernæst ved at støtte og hjælpe dem videre i den svære overgang fra gade til hjem.",Unge på kanten
602,2018,Museum for samtidskunst i Skagen,50.000 kr.,"Det er projektets ide i Skagen at etablere et museum for international samtidskunst i verdensklasse - i arkitektur i verdensklasse.
Der gives støtte til feasibilityfasen, hvis formål er at beskrive projektet og at kortlægge mulighederne for at realisere projektet.",Aktuel kunst
603,2018,Art Hub Copenhagen – egenkapital og fem års drift,26.000.000 kr.,"Med afsæt i et profileret netværk af kunstnere, kuratorer og forskere integreres kunstnerisk forskning, udvikling og produktion, hvorigennem Art Hub Copenhagen faciliterer, kvalificerer, skærper og styrker professionelle kunstnere med særligt lovende praksis og fungerer som et supplement til den eksisterende kunstscene.",Aktuel kunst
604,2018,Akademiet for Social Innovation,1.777.500 kr.,"Akademiet for Social Innovation er en platform for tværsektorielt samarbejde. Formålet er at skabe løsninger på sociale og samfundsmæssige problemer i samarbejder på tværs af civilsamfundet. Akademiet skal udfordre den måde, tingene altid er blevet gjort på, og herigennem skabe løsninger for samfundet, der er bedre og mere bæredygtige. Akademiet er etableret i et samarbejde mellem Tuborgfondet, Bikubenfonden og Frivilligrådet som er modtager af bevillingen (2019-2021).",Unge på kanten
605,2018,Bikubenfondens socialområde 2018,100.000 kr.,Uddeling til fondsformål.,Unge på kanten
606,2018,Udviklingsplatformen for Scenekunst – evaluering,150.000 kr.,Midtevejsevaluering af Udviklingsplatformen for Scenekunst.,Aktuel kunst
607,2018,Bikubenfondens socialområde 2018,100.000 kr.,Uddeling til fondsformål.,Unge på kanten
608,2018,Administrativ bevilling til Mandag Morgen,41.321 kr.,Bikubenfonden støtter analyseindsatsen 'De Unge væk fra Kanten' som udføres i samarbejde med Mandag Morgen.,Unge på kanten
609,2018,Sort/Hvid – Fra crowdfunding til crowdsourcing,500.000 kr.,"I en succesfuld crowdfunding kapagne i 2014 oplevede Teater Sort / Hvid et særligt engagement hos publikum, som peger på et potentiale for nye måder at have relationer til sit publikum. Projektet har til formål at undersøge, udvikle og udvide Teater Sort / Hvids publikumsrelation til gavn for organisationens forretning og til inspiration for scenekunstbranchen.",Aktuel kunst
610,2018,Bikubenfondens socialområde 2018,160.000 kr.,Bevilling i forbindelse med ansøgningsrunden om unge udenfor job og uddannelse.,Unge på kanten
611,2018,Copenhagen Business School – rapport om billedkunstens økonomiske rum,40.000 kr.,Formidling af Rapporten Billedkunstens økonomiske rum.,Aktuel kunst
612,2018,Genoptryk af publikationen 'Unge på kanten uden job og uddannelse',24.067 kr.,Bevilling er givet til at få genoptrykt debatoplægget Unge på Kanten.,Unge på kanten
613,2018,DGI Sydøstjylland – DGI Sportucation forprojekt,198.000 kr.,,Unge på kanten
614,2018,Politiken – Kunstkritkerskolen 2.0,296.000 kr.,"Kunstkritikerskolen 2.0 er et talentudviklingsforløb for personer, der ønsker at kvalificere deres evner som kritikere. Projektet skal bidrage til at løfte kritikken af billed- og scenekunsten ind i en ny tid, både hvad angår genrer, faglighed og formater.",Aktuel kunst
615,2018,Udstillingsprisen Vision 2018,2.000.000 kr.,Bevillingen bidrager til at Udstillingsprisen Vision fra 2019 kan give op til 5 mio. kr. til realiseringen af den mest visionære udstillingside.,Aktuel kunst
616,2018,TEAM-PB+NK – Strategiproces – The Future Belongs to Us,115.000 kr.,Bevillingen er til udvikling et strategisk grundlag for projektet ‘The Future Belongs To Us’.,Unge på kanten
617,2018,"TEAM-PB+NK – Stemmer fra Øst, skriveværksted i Tasiilaq",240.000 kr.,Indsatsen har haft til hensigt at udvikle et skriveværksted for udsatte unge i Tasiilaq.,Unge på kanten
618,2018,Bikubenfondens socialområde – Natur til et godt liv 2019-2021,2.800.900 kr.,"Formålet er at drifte og udvikle Natur til et godt liv i Svanninge Bjerge mht. Faciliteter og formidlingstilbud. Udviklingsdelen sker i tæt samarbejde med aktiviteterne Natur til et godt liv LAB, Københavns Universitet og vores partnere.",Unge på kanten
619,2018,Bikubenfondens saloner 2019-2021,3.540.000 kr.,"Kunstsalonen VISION er navnet på Bikubendens saloner. Indsatsen består af både klassiske debatter, kunstnerinterviews og salonformer, hvor kunstnere tager styringen. Salonerne tager alle udgangspunkt i aktuelle temaer inden for scenekunst og billedkunst og arrangeres i samarbejde med kunstinstitutioner og kunstnere. Salonerne formidles desuden som podcast og film.",Aktuel kunst
620,2018,A2B – Unge med kant – en højskole uden mure,200.000 kr.,"Bevillingen er givet i forbindelse med udviklingen af et koncept, som en del af ansøgningsrunden, Unge udenfor job og uddannelse.",Unge på kanten
621,2018,Den Sociale Kapitalfond – Fra Kanten til Fællesskabet,195.500 kr.,"Bevillingen er givet i forbindelse med udviklingen af konceptet ’Fra Kanten til Fællesskabet’, som en del af ansøgningsrunden, Unge udenfor job og uddannelse.",Unge på kanten
622,2018,Bikubenfondens socialområde 2018,100.000 kr.,Uddeling til fondsformål.,Unge på kanten
623,2018,Natur til et godt liv – Laboratoriet,4.975.050 kr.,"Natur til et godt liv - Laboratoriets udviklingsarbejde sigter mod at eksperimentere, afprøve og udvikle metoder og nye veje i at fremme livsmestringen hos unge på kanten ved at inddrage forløb i naturen. For at stille skarpt på praksisudviklingen har vi indgået tætte samarbejder med en række organisationer og kommuner. Her udvikler vi sammen velbegrundet praksis, opsamler viden og faciliterer et netværk partnerne imellem.",Unge på kanten
624,2018,"Huset Zornig – Konferencen ""Det svære ungdomsliv""",28.350 kr.,"Formålet er at give unge med manglende ressourcer mulighed for at komme til konferencen ”Det svære ungdomsliv”, Trine Ladekarl Nellemann, der sidder i Rådet for Ungdomsuddannelser og som rektor på NEXT i Albertslund, vil kunne stille med et hold af elever med blandet baggrund af både stærke og udfordrede unge. De unge arbejder aktivt med emnerne på konferencen op til eller bagefter.",Unge på kanten
625,2017,Unge fejrer TUBAs 20 års jubilæum,15.000 kr.,"Bikubenfonden støtter jubilæumsreceptionen 'Unge fejrer TUBAs 20 års jubilæum'. I 20 år har TUBA hjulpet børn og unge, der er vokset op i familier med alkohol- og stofmisbrug og i den forbindelse inviteres en gruppe unge brugere af TUBA til jubilæumsreception i Skuespilhuset.",Unge på kanten
626,2017,Julegaveworkshop for udsatte og ensomme unge,77.700 kr.,"Bikubenfonden støtter Kofoeds Skole med midler til indsatsen 'Julegaveworkshop for udsatte og ensomme unge', som en del af årets julehjælp.
Julehøjtiden er svær for en stor gruppe udsatte unge. Mange har familierelationer, der tynger, og nogle mangler netværk og er ensomme. Derfor har Kofoeds Skole udviklet pilotprojektet 'Julegaveworkshop for udsatte og ensomme unge' for at skabe nye positive juletraditioner for udsatte unge.",Unge på kanten
627,2017,Familien og Ungenetværket,240.000 kr.,"Bikubenfonden støtter Samvirkende Menighedsplejer med midler til indsatsen 'Familien og Ungenetværket', som en del af årets julehjælp.
Målet er at styrke 13-19 unges selvtillid ved at give dem ansvar for gaver til forældre og/eller søskende (foruden at få en gave selv). Endvidere vil det skabe tillid og fortrolighed mellem alle deltagende unge, at de kan kommunikere frit med hinanden via en Facebook-side om julen samt også efter jul.",Unge på kanten
628,2017,En glædelig jul - for unge på kanten....,70.000 kr.,"Bikubenfonden støtter Foreningen Be Free med midler til indsatsen 'En glædelig jul for unge på kanten', som en del af årets julehjælp.
Foreningen Be Free har modtaget midler til over en 3-årig periode at starte faste traditioner op omkring julemåneden for de unge, som kommer hos dem. ",Unge på kanten
629,2017,Julehjælp til unge på kanten,100.000 kr.,"Bikubenfonden støtter Kirkens Korshær med midler til indsatsen 'Julehjælp til unge på kanten', som en del af årets julehjælp.
Kirkens Korshær hjælper børn og unge hele året, men julen er noget helt særligt, især for sårbare unge og børn. Julehjælpen er et essentielt element i deres sociale arbejde med børn og unge.",Unge på kanten
630,2017,Juleudflugt for uledsagede flygtninge og udsatte,21.900 kr.,"Bikubenfonden støtter Røde Kors med midler til indsatsen 'Juleudflugt for uledsagede flygtninge og udsatte familier', som en del af årets julehjælp.
Røde Kors arrangerer som pilotprojekt en juleudflugt for uledsagede unge samt udsatte børnefamilier. Udflugten skal bidrage til at modvirke social isolation og øge deres trivsel. De unge får mulighed for at indgå i nye fællesskaber, udvide deres netværk og samtidig få positive oplevelser omkring juletid.",Unge på kanten
631,2017,Julehilsen fra en hjemløs,25.000 kr.,"Bikubenfonden støtter Morgencafé for Hjemløse med midler til indsatsen 'Julehilsen fra en hjemløs', som en del af årets julehjælp.
For de fleste er julen forbundet med nærvær og hjemlig hygge. Hjemløse er ofte ikke i kontakt med familie og venner, og derfor er december en ekstra hård tid. Med ’Julehilsen fra en hjemløs’ ønsker Morgencafé for Hjemløse at hjælpe de hjemløse med at genetablere deres netværk.",Unge på kanten
632,2017,Fastholdelse af udsatte unge på Kollegierne,279.000 kr.,"Bikubenfonden støtter Københavns Kommunes Socialforvaltning med midler til indsatsen 'Fastholdelse af udsatte unge på Kollegierne – Forprojekt', som er en videreudvikling af Hjem til Alle alliancens boligindsats.
 ",Unge på kanten
633,2017,Bidrag til afholdelse af collective impact konf,30.000 kr.,Bikubenfonden har bevilliget midler til afholdelse af collective impact konference.,Unge på kanten
634,2017,Hjem til dig,2.611.863 kr.,"I Hjem til Dig hjælper velfungerende familier unge på kanten af hjemløshed. Familierne åbner deres eget hjem i en periode på tre til seks måneder og lader den unge indgå i dagligdagen. Hjem til dig, som er en dansk version af Depaul UKs velafprøvede britiske koncept Nightstop.",Unge på kanten
635,2017,En julegave for livet til udsatte unge forældre,200.000 kr.,"Bikubenfonden støtter Mødrehjælpen med midler til indsatsen 'En julegave for livet til udsatte unge forældre', som en del af årets julehjælp.
Unge udsatte, som bliver forældre, har en særlig mulighed for at skabe et bedre børneliv for deres børn, end de selv fik. Og der er intet, de hellere vil. Men de kan ikke gøre det alene. I julen rækker Mødrehjælpen ud til dem med hjælp til julen.",Unge på kanten
636,2017,Julehjælp til udsatte unge afsonere,225.200 kr.,"Bikubenfonden støtter Café Exit med midler til indsatsen 'Julehjælp til udsatte unge afsonere', som en del af årets julehjælp.
Indsatsen stiler mod at skabe adventsaktiviteter, der skaber fællesskab og giver udsatte unge afsonere en god oplevelse med juletraditioner, og en oplevelse af, at de ikke er alene under julehøjtiderne. Dette gøres sammen med en gruppe af dedikerede frivillige.",Unge på kanten
637,2017,"Sæt usynlige ressourcer i spil - et samskabelsesprojekt mellem kommune, virksomhed og BLO",1.950.000 kr.,"Bikubenfonden støtter Bydelsmødrenes Landsorganisation og indsatsen 'Sæt usynlige ressourcer i spil', som er et samskabelsesprojekt mellem kommune, virksomhed og Bydelsmødrenes Landsorganisation. Samskabelsesprojekt mellem virksomhed, kommune og Bydelsmødrene er med henblik på at afprøve det frivillige Bydelsmødrekoncept i en jobrettet indsats, der styrker etniske minoritetskvinders forudsætninger for at komme i job. ",Unge på kanten
638,2017,Revision i forb. med Fonden Comeback Industries,50.750 kr.,Bikubenfonden støtter 'Fonden Comeback Industries' med midler til revision.,Unge på kanten
