,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
1505,2015,Bispebjerg & Frederiksberg Hospital,1.875.000 DKK,The RECONSTRUCT study,Celeste Porsbjerg,PROFESSOR,PhD Scholarships
1506,2015,Mental Health services in the Capital Region of Denmark,1.575.000 DKK,Genetics of facial traits as biomarker of psychiatric disorders,Thomas Folkmann Hansen,GROUP LEADER,PhD Scholarships
1507,2015,Aalborg University,1.575.000 DKK,Anti-inflammatory- and iron chelation therapy in neurodegeneration with brain iron accumulation,Torben Moos,PROFESSOR,PhD Scholarships
1508,2015,Herlev & Gentofte Hospital,625.000 DKK,The effect of vitamin D supplementation on asthma and allergy in childhood,Hans Bisgaard,PROFESSOR,PhD Scholarships
1509,2015,Aalborg University,1.575.000 DKK,New Mode of Action Model in CNS Diseases paves the way for New Treatment Opportunities,John Dirk Nieland,ASSOCIATE PROFESSOR,PhD Scholarships
1510,2015,University of Copenhagen,1.575.000 DKK,Modeling and correcting Huntington’s disease-associated myelin deficiency in human glial chimeras,Steven A. Goldman,PROFESSOR,PhD Scholarships
1511,2015,University of Copenhagen,350.000 DKK,EBI2 upregulation in EBV-induced diseases–benefit for virus survival or direct host immune response?,Mette Marie Rosenkilde,PROFESSOR,PhD Scholarships
1512,2015,Odense University Hospital,625.000 DKK,Biomarkers for small airway in COPD,Jørgen Vestbo,PROFESSOR,PhD Scholarships
1513,2015,University of Copenhagen,1.575.000 DKK,Nidogen regulation of cell migration and invasion,Janine Erler,PROFESSOR,PhD Scholarships
1514,2015,Aarhus University,1.575.000 DKK,Molecular basis of Parkinson’s Disease: the fate of cytotoxic oligomers under cell-like conditions,Daniel Otzen,PROFESSOR,PhD Scholarships
1515,2015,Herlev & Gentofte Hospital,1.875.000 DKK,"Vitamin D, osteoporotic fractures, and chronic obstructive pulmonary disease",Børge Grønne Nordestgaard,PROFESSOR,PhD Scholarships
1516,2015,Aarhus University Hospital,1.875.000 DKK,Understanding pain mechanisms in spinal cord injury using a novel threshold tracking technique,Hatice Tankisi,PHYSICIAN,PhD Scholarships
1517,2015,Rigshospitalet,525.000 DKK,Hormonal contraception and depression,Øjvind Lidegaard,PROFESSOR,PhD Scholarships
1518,2015,University of Copenhagen,1.575.000 DKK,Modeling microbial co-occurrence networks to understand the role of human microbiome in health,Manimozhiyan Arumugam,ASSOCIATE PROFESSOR,PhD Scholarships
1519,2015,University of Southern Denmark,1.050.000 DKK,CD163 in inflammation,Søren Moestrup,PROFESSOR,PhD Scholarships
1520,2015,Aarhus University,1.575.000 DKK,Structural studies of resistance mechanisms in pathogenic trypanosome parasites,Christian Brix Folsted Andersen,ASSOCIATE PROFESSOR,PhD Scholarships
1521,2015,University of Copenhagen,1.346.200 DKK,Dissecting the Role of a Newly Discovered Binding Epitope Associated with Cerebral Malaria,Anja Tatiana Ramstedt Jensen,PROFESSOR MSO,PhD Scholarships
1522,2015,Aarhus University,1.575.000 DKK,Site-selective conjugation of small molecule drugs to antibodies,Kurt Gothelf,PROFESSOR,PhD Scholarships
1523,2015,University of Copenhagen,1.350.000 DKK,A MicroRNA-based prognostic study in Cholangiocarcinoma,Julia Sidenius Johansen,PROFESSOR,PhD Scholarships
1524,2015,Herlev & Gentofte Hospital,1.875.000 DKK,The airway microbiome in childhood asthma – a prospective clinical birth cohort study,Hans Bisgaard,PROFESSOR,PhD Scholarships
1525,2015,Aarhus University,1.575.000 DKK,Light and Brain: PhD stipendium,Søren Rud Keiding,PROFESSOR,PhD Scholarships
1526,2015,University of Copenhagen,1.575.000 DKK,Pbx pioneer factors specify mesodermal cell fate,Elisabetta Ferretti,ASSOCIATE PROFESSOR,PhD Scholarships
1527,2015,Aarhus University,1.575.000 DKK,The role of the SERCA Pump in Cell Death and Autophagy,Poul Nissen,PROFESSOR,PhD Scholarships
1528,2015,University of Copenhagen,1.575.000 DKK,Adrenergic signaling as a master regulator of glymphatic pathway activity,Maiken Nedergaard,PROFESSOR,PhD Scholarships
1529,2015,University of Copenhagen,525.000 DKK,Methodological developments in characterizing the role of hexokinase in glucose metabolism,Jørgen F.P. Wojtaszewski,PROFESSOR,PhD Scholarships
1530,2015,Herlev & Gentofte Hospital,625.000 DKK,The effect of vitamin D supplementation on asthma and allergy in childhood,Hans Bisgaard,PROFESSOR,PhD Scholarships
1531,2015,Herlev & Gentofte Hospital,1.875.000 DKK,"Vitamin D, osteoporotic fractures, and chronic obstructive pulmonary disease",Børge Grønne Nordestgaard,PROFESSOR,PhD Scholarships
1532,2015,Bispebjerg & Frederiksberg Hospital,1.875.000 DKK,The RECONSTRUCT study,Celeste Porsbjerg,PROFESSOR,PhD Scholarships
1533,2015,Mental Health services in the Capital Region of Denmark,1.575.000 DKK,Genetics of facial traits as biomarker of psychiatric disorders,Thomas Folkmann Hansen,GROUP LEADER,PhD Scholarships
1534,2015,Aalborg University,1.575.000 DKK,Anti-inflammatory- and iron chelation therapy in neurodegeneration with brain iron accumulation,Torben Moos,PROFESSOR,PhD Scholarships
1535,2015,Aalborg University,1.575.000 DKK,New Mode of Action Model in CNS Diseases paves the way for New Treatment Opportunities,John Dirk Nieland,ASSOCIATE PROFESSOR,PhD Scholarships
1536,2015,University of Copenhagen,1.575.000 DKK,Modeling and correcting Huntington’s disease-associated myelin deficiency in human glial chimeras,Steven A. Goldman,PROFESSOR,PhD Scholarships
1537,2015,University of Copenhagen,350.000 DKK,EBI2 upregulation in EBV-induced diseases–benefit for virus survival or direct host immune response?,Mette Marie Rosenkilde,PROFESSOR,PhD Scholarships
1538,2015,University of Copenhagen,1.575.000 DKK,Adrenergic signaling as a master regulator of glymphatic pathway activity,Maiken Nedergaard,PROFESSOR,PhD Scholarships
1539,2015,University of Copenhagen,500.000 DKK,MicroRNA-155 (miR-155): a key regulator of cytokine expression in T cells,Niels Feentved Ødum,PROFESSOR,
1540,2015,Herlev & Gentofte Hospital,500.000 DKK,"Vitamin D, osteoporotic fractures, and chronic obstructive pulmonary disease",Børge Grønne Nordestgaard,PROFESSOR,
1541,2015,Aarhus University,500.000 DKK,Vascular abnormalities in cerebral arteries associated with familial hemiplegic migraine type 2,Vladimir Matchkov,ASSOCIATE PROFESSOR,
1542,2015,University of Southern Denmark,405.000 DKK,Magnesium (Mg2+): The Forgotten Electrolyte – A Detailed Analysis of Renal Mg2+ Handling,Henrik Dimke,ASSOCIATE PROFESSOR,
1543,2015,Statens Serum Institut,491.500 DKK,"The role of angiogenic imbalance, complement activation and thrombosis in preeclampsia etiology",Heather Allison Boyd,SENIOR RESEARCHER,
1544,2015,University of Copenhagen,403.688 DKK,Impact of gut microbial composition and Schistosoma mansoni infection on host immune response,Birgitte Jyding Vennervald,PROFESSOR,
1545,2015,University of Copenhagen,500.000 DKK,Methodological developments in characterizing the role of hexokinase in glucose metabolism,Jørgen F.P. Wojtaszewski,PROFESSOR,
1546,2015,Technical University of Denmark,246.457 DKK,Spray dryer for producing particulate drug formulations for oral vaccine delivery,Line Hagner Nielsen,ASSOCIATE PROFESSOR,
1547,2015,University of Southern Denmark,470.000 DKK,Thyroid hormone receptor interaction with the genome,Lars Grøntved,ASSISTANT PROFESSOR,
1548,2015,Örebro University,500.000 DKK,The hibernating Scandinavian brown bear as a reverse translational model,Ole Frøbert,PROFESSOR MSO,
1549,2015,Aarhus University,240.000 DKK,Molecular basis of Parkinson’s Disease: the fate of cytotoxic oligomers under cell-like conditions,Daniel Otzen,PROFESSOR,
1550,2015,University of Copenhagen,500.000 DKK,THE ROLE OF ACTIVE DENDRITIC PROPERTIES IN GENERATING BREATHING RHYTHM,Jens Christian Rekling,ASSOCIATE PROFESSOR,
1551,2015,Aarhus University,380.000 DKK,Understanding cancer promoting ATR signalling at the atomic level,Kasper Røjkjær Andersen,ASSISTANT PROFESSOR,
1552,2015,University of Copenhagen,499.011 DKK,Lactate can rescue cognitive decline,Linda Hildegard Bergersen,PROFESSOR,
1553,2015,Rigshospitalet,500.000 DKK,Deep Brain Stimulation: Effects on brain circuits and neurotransmission.,Gitte Moos Knudsen,PROFESSOR,
1554,2015,Aarhus University,490.000 DKK,Revealing how plasmacytoid dendritic cell and IFN-a secretion consolidate primary HIV infection,Martin Roelsgaard Jakobsen,ASSOCIATE PROFESSOR,
1555,2015,University of Copenhagen,454.000 DKK,The alpha7beta2 nicotinic acetylcholine receptor as a novel molecular drug target,Anders Asbjørn Jensen,ASSOCIATE PROFESSOR,
1556,2015,University of Copenhagen,500.000 DKK,MicroRNA-155 (miR-155): a key regulator of cytokine expression in T cells,Niels Feentved Ødum,PROFESSOR,
1557,2015,Herlev & Gentofte Hospital,500.000 DKK,"Vitamin D, osteoporotic fractures, and chronic obstructive pulmonary disease",Børge Grønne Nordestgaard,PROFESSOR,
1558,2015,Aarhus University,500.000 DKK,Vascular abnormalities in cerebral arteries associated with familial hemiplegic migraine type 2,Vladimir Matchkov,ASSOCIATE PROFESSOR,
1559,2015,University of Southern Denmark,405.000 DKK,Magnesium (Mg2+): The Forgotten Electrolyte – A Detailed Analysis of Renal Mg2+ Handling,Henrik Dimke,ASSOCIATE PROFESSOR,
1560,2015,Statens Serum Institut,491.500 DKK,"The role of angiogenic imbalance, complement activation and thrombosis in preeclampsia etiology",Heather Allison Boyd,SENIOR RESEARCHER,
1561,2015,University of Copenhagen,495.606 DKK,Kapillær dysfunktion ved depression,Leif Østergaard,CLINICAL PROFESSOR,Stipends for Sabbatical Leave
1562,2015,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.000.000 DKK,Pulje til sundhedsfaglig forskning,Helen Bernt Andersen,SENIOR ADVISER,Other Grants
1563,2015,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.000.000 DKK,Pulje til sundhedsfaglig forskning,Helen Bernt Andersen,SENIOR ADVISOR,Other Grants
1564,2015,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.000.000 DKK,Pulje til sundhedsfaglig forskning,Helen Bernt Andersen,SENIOR ADVISOR,Other Grants
1565,2015,Aarhus University,2.168.000 DKK,Til menneskehedens bedste -om Jens Christian Skou og forskerlivet,Ole Steen Nielsen,DEAN,SEC - Science Education & Communication
1566,2015,Danish Science Factory,1.000.000 DKK,Dansk Naturvidenskabsfestival 2015,Mikkel Bohm,CEO,SEC - Science Education & Communication
1567,2015,Dagbladet Politiken,4.500.000 DKK,Politikens Undervisningspris,Christian Jensen,CHIEF EDITOR,SEC - Science Education & Communication
1568,2015,Astra,1.500.000 DKK,Dansk Naturvidenskabsfestival 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1569,2015,University of Copenhagen,189.096 DKK,Forstå neurobiologien igennem idrætten,Jacob Wienecke,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1570,2015,Danish Broadcasting Corporation,2.000.000 DKK,Store Danske Videnskabsfolk II,Lotte Walther Malmskov,,SEC - Science Education & Communication
1571,2015,Dansk Selskab for Rumfartsforskning,82.000 DKK,Naturvidenskabelig formidling via magasinet Dansk Rumfart og www.rumfart.dk,Martin Knudsen,PROJECT MANAGER,SEC - Science Education & Communication
1572,2015,University of Copenhagen,1.113.000 DKK,Digital Tv-kanal på Statens Naturhistoriske Museum. Et pilotprojekt.,Anders Drud Jordan,PROJECT MANAGER,SEC - Science Education & Communication
1573,2015,Aarhus University,600.000 DKK,StudentResearcher,Jacob Friis Sherson,PROFESSOR MSO,SEC - Science Education & Communication
1574,2015,Astra,500.000 DKK,Big Bang 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1575,2015,Videnskab.dk,770.000 DKK,"ForskerZonen - sharing knowledge, from science to society",Vibeke Hjortlund,CHIEF EDITOR,SEC - Science Education & Communication
1576,2015,Danish Science Factory,6.000.000 DKK,Unge Forskere 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1577,2015,Experimentarium,13.450.000 DKK,Dig & Mig,Kim Gladstone,CEO,SEC - Science Education & Communication
1578,2015,Mærsk Mc-Kinney Møller Videncenter,1.500.000 DKK,ScienceTalent Forsker,Mie Berggreen Høj,,SEC - Science Education & Communication
1579,2015,Naturskolen,184.000 DKK,Naturskolens Vilde Fugle - Billedbog for de yngste,Bjørn Døssing,PROJECT MANAGER,SEC - Science Education & Communication
1580,2015,Technical University of Denmark,1.000.000 DKK,QuantumLab - hands-on formidling af moderne kvanteteknologi,Ulrik Lund Andersen,PROFESSOR,SEC - Science Education & Communication
1581,2015,Technical University of Denmark,1.500.000 DKK,Sundhed og sygdomsbekæmpelse - fra virkelighedsfjern teori til virkelig teknologi,Matin Etchells Vigild,DEAN,SEC - Science Education & Communication
1582,2015,Dagbladet Politiken,1.500.000 DKK,Lærer til Lærer-kurser,Christian Jensen,CHIEF EDITOR,SEC - Science Education & Communication
1583,2015,"Ungdommens Naturvidenskabelig Forening, UNF",200.000 DKK,UNF ScienceCamps 2016-2018,Nikolaj Simling,CHAIRMAN,SEC - Science Education & Communication
1584,2015,Astra,500.000 DKK,Big Bang 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1585,2015,EUSO Danmark,500.000 DKK,EUSO 2017 Copenhagen,Hans Marker,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1586,2015,Technical University of Denmark,1.175.000 DKK,Biotech Academy,Amalie Avnborg,STUDENT,SEC - Science Education & Communication
1587,2015,Danish Documentary Production,736.500 DKK,Hunting for Hedonia,Lone Frank,,SEC - Science Education & Communication
1588,2015,Technical University of Denmark,150.000 DKK,Højniveau studieretningsprojekter (SRP) i Bioteknologi,Malene Bonné Meyer,PROJECT MANAGER,SEC - Science Education & Communication
1589,2015,Information,3.500.000 DKK,Ph.d. Cup 2016,Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
1590,2015,University of Southern Denmark,1.352.600 DKK,Laboratorium for udvikling af undervisning og læring i matematik og naturfag,Claus Michelsen,PROFESSOR MSO,SEC - Science Education & Communication
1591,2015,Danish Science Factory,6.000.000 DKK,Unge Forskere 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1592,2015,Dagbladet Politiken,1.500.000 DKK,Lærer til Lærer-kurser,Chief Editor Christian Jensen,CHEIF EDITOR,SEC - Science Education & Communication
1593,2015,Danish Science Factory,1.000.000 DKK,Dansk Naturvidenskabsfestival 2015,Mikkel Bohm,CEO,SEC - Science Education & Communication
1594,2015,Foreningen af Danske Biologer,60.000 DKK,Biology Olympiad,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1595,2015,CANDOFILM,132.522 DKK,LYSET: NØGLEN TIL LIVET,Michael Schmidt-Olsen,,SEC - Science Education & Communication
1596,2015,Technical University of Denmark,195.620 DKK,DTU iGEM 2015 competition,Vilhelm Krarup Møller,RESEARCH ASSISTANT,SEC - Science Education & Communication
1597,2015,Aarhus University,150.000 DKK,World Robot Olympiad (WRO) 2015,Birthe Ritter,PROJECT MANAGER,SEC - Science Education & Communication
1598,2015,University of Copenhagen,1.500.000 DKK,Naturens Egen Medicin,Nina Rønsted,PROFESSOR,SEC - Science Education & Communication
1599,2015,Astra,1.500.000 DKK,Dansk Naturvidenskabsfestival 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1600,2015,Experimentarium,13.450.000 DKK,Dig & Mig,Kim Gladstone,CEO,SEC - Science Education & Communication
1601,2015,Mærsk Mc-Kinney Møller Videncenter,1.500.000 DKK,ScienceTalent Forsker,Mie Berggreen Høj,,SEC - Science Education & Communication
1602,2015,Naturskolen,184.000 DKK,Naturskolens Vilde Fugle - Billedbog for de yngste,Bjørn Døssing,PROJECT MANAGER,SEC - Science Education & Communication
1603,2015,Technical University of Denmark,1.000.000 DKK,QuantumLab - hands-on formidling af moderne kvanteteknologi,Ulrik Lund Andersen,PROFESSOR,SEC - Science Education & Communication
1604,2015,Technical University of Denmark,1.500.000 DKK,Sundhed og sygdomsbekæmpelse - fra virkelighedsfjern teori til virkelig teknologi,Matin Etchells Vigild,DEAN,SEC - Science Education & Communication
1605,2015,Dagbladet Politiken,1.500.000 DKK,Lærer til Lærer-kurser,Christian Jensen,CHIEF EDITOR,SEC - Science Education & Communication
1606,2015,"Ungdommens Naturvidenskabelig Forening, UNF",200.000 DKK,UNF ScienceCamps 2016-2018,Nikolaj Simling,CHAIRMAN,SEC - Science Education & Communication
1607,2015,Astra,500.000 DKK,Big Bang 2016-18,Mikkel Bohm,CEO,SEC - Science Education & Communication
1608,2015,NA,3.202.430 DKK,Total amount granted for 200 scientific travel grants for up to 50.000 DKK each,,,Travel Stipends
1609,2015,University of Copenhagen,97.000 DKK,Malaria immunity and vaccines,Thomas Lavstsen,ASSOCIATE PROFESSOR,Visiting Professorships
1610,2015,University of Copenhagen,360.000 DKK,Characterizing the glymphatic peri-vascular connectome and its disruption in AD,Maiken Nedergaard,PROFESSOR,Visiting Professorships
