"Country","Description","Foundation_name","Grant_size_(DKK)","Institution","Project_Category","Project_Subcategory","Receiver","Receiver_Name","Receiver_Profession","Receiver_Title","Region","Title","Unnamed: 0","Unnamed: 1","Year","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"","What are neural enhancers made of? A novel approach to characterise enhancer-specific proteomes","LUNDBECK",1999031,"","Experiment","","University of Copenhagen","Rita Monteiro","ASSISTANT PROFESSOR","","","",16920,17183,2022,506,"1","2024-10-29T14:21:14.286952Z",16921,2.831,"Research and Science","2024-10-29T14:21:14.286991Z"
"","White matter abnormality identification and characterization in the wild","LUNDBECK",1924187,"","Experiment","","University of Copenhagen","Mostafa Mehdipour Ghazi","ASSISTANT PROFESSOR","","","",16926,17189,2022,1843,"1","2024-11-01T16:17:02.304629Z",16927,9.267,"Research and Science","2024-11-01T16:17:02.304670Z"
"","Genetic risk and the societal cost of mental disorders","LUNDBECK",2399582,"","Postdocs","","Mental Health Services in the Capital Region of Denmark","Vivek Appadurai","POSTDOC","","","",16929,17192,2022,363,"1","2024-10-29T11:01:10.476870Z",16930,27.334,"Research and Science","2024-10-29T11:01:10.476909Z"
"","Advancing CRISPR Gene Therapy by Lipid Nanoparticles (LNP) Delivery (LNP-CRISPRs)","LUNDBECK",5054000,"","Ascending Investigators","","Aarhus University","Yonglun Luo","ASSOCIATE PROFESSOR","","","",16984,17247,2022,1826,"1","2024-11-01T16:16:04.621294Z",16985,7.538,"Research and Science","2024-11-01T16:16:04.621335Z"
"","Novel tool compounds for exploring the Delta receptors as neurotherapeutic targets","LUNDBECK",4999025,"","Ascending Investigators","","University of Copenhagen","Lennart Bunch","PROFESSOR","","","",16985,17248,2022,472,"1","2024-10-29T13:45:01.449116Z",16986,6.332,"Research and Science","2024-10-29T13:45:01.449157Z"
"","Datadrevne designværktøjer skal forbedre behandling af skizofreni og afhængighed","LUNDBECK",35000000,"","Collaborative Projects","","University of Copenhagen","David Gloriam","PROFESSOR","","","",16991,17254,2022,383,"1","2024-10-29T11:17:15.736957Z",16992,21.932,"Research and Science","2024-10-29T11:17:15.736982Z"
"","Udvikling af kursus om psykiatri og undervisningsmateriale hertil","LUNDBECK",895000,"","SEC - Science Education & Communication","","FADLs Vagtbureau","Claus Hovej","DIRECTOR","","","",17011,17274,2022,161,"1","2024-10-28T13:41:54.980519Z",17012,14.677,"Research and Science","2024-10-28T13:41:54.980563Z"
"","Regulating Sortilin shedding through a novel molecular switch with relevance to Alzheimer’s disease","LUNDBECK",1992534,"","Experiment","","Aarhus University","Heidi Kaastrup Müller","ASSOCIATE PROFESSOR","","","",17040,17303,2021,2011,"1","2024-11-04T12:51:27.235462Z",17041,26.97,"Research and Science","2024-11-04T12:51:27.235504Z"
"","Evolution of anti-CRISPR strategies: extending immune evasion paradigms","LUNDBECK",2500000,"","Postdocs","","University of Copenhagen","Rafael Pinilla","POST DOC","","","",17047,17310,2021,1755,"1","2024-11-01T14:48:59.104034Z",17048,7.211,"Research and Science","2024-11-01T14:48:59.104073Z"
"","Mechanistic investigations of complement component C4A in development of Schizophrenia","LUNDBECK",2498119,"","Postdocs","","Aarhus University","Henrik Pedersen","PHD STUDENT","","","",17059,17322,2021,76,"1","2024-10-28T13:00:51.039618Z",17060,18.367,"Research and Science","2024-10-28T13:00:51.039666Z"
"","Interdisciplinary studies of Lewy Body disorders – one disease or many","LUNDBECK",29984864,"","Professorships","","Aarhus University","Per Borghammer","CLINICAL PROFESSOR","","","",17085,17348,2021,1299,"1","2024-10-31T10:53:59.789023Z",17086,5.342,"Research and Science","2024-10-31T10:53:59.789067Z"
"","Targeting oxidative stress in the brain with Keap1 prodrugs cleavable by reactive oxygen species","LUNDBECK",5000000,"","Ascending Investigators","","University of Copenhagen","Anders Bach","ASSOCIATE PROFESSOR","","","",17102,17365,2021,1087,"1","2024-10-31T07:52:59.917898Z",17103,2.11,"Research and Science","2024-10-31T07:52:59.917936Z"
"","The importance of neonatal life for the development of neuroinflammation","LUNDBECK",4999999,"","Ascending Investigators","","Technical University of Denmark","Vasileios Bekiaris","ASSOCIATE PROFESSOR","","","",17103,17366,2021,1963,"1","2024-11-04T11:20:21.317423Z",17104,6.072,"Research and Science","2024-11-04T11:20:21.317464Z"
"","KOBRADRENGEN","LUNDBECK",178000,"","SEC - Science Education & Communication","","Lars Ostenfeld Film","Lars Ostenfeld","CEO","","","",17113,17376,2021,608,"1","2024-10-30T12:10:55.030743Z",17114,3.492,"Culture","2024-10-30T12:10:55.030769Z"
"","Isolating amyloid peptide (Aß42) oligomers at a single-molecule level","LUNDBECK",1999800,"","Experiment","","University of Southern Denmark","Chenguang Lou","ASSOCIATE PROFESSOR","","","",17135,17398,2020,1049,"1","2024-10-31T07:46:52.724255Z",17136,3.977,"Research and Science","2024-10-31T07:46:52.724295Z"
"","Crossing the blood-brain-barrier with self-navigating nanomotors","LUNDBECK",1786369,"","Experiment","","Aarhus University","Brigitte Stadler","ASSOCIATE PROFESSOR","","","",17141,17404,2020,1052,"1","2024-10-31T07:47:52.296929Z",17142,3.05,"Research and Science","2024-10-31T07:47:52.297894Z"
"","Unraveling clonal heterogeneity in Acute Myeloid Leukemia","LUNDBECK",2340000,"","Postdocs","","University of Copenhagen","Bauke de Boer","PHD STUDENT","","","",17167,17430,2020,1043,"1","2024-10-31T07:45:44.665396Z",17168,1.712,"Research and Science","2024-10-31T07:45:44.665423Z"
"","Decoding the role of phages in persistent infections","LUNDBECK",2391413,"","Postdocs","","Technical University of Denmark","Ifigeneia Kyrkou","POSTDOC","","","",17189,17452,2020,1715,"1","2024-11-01T14:34:14.459215Z",17190,2.655,"Research and Science","2024-11-01T14:34:14.459256Z"
"","Molecular and behavioral consequences of insufficient sleep during adolescence.","LUNDBECK",5096738,"","Ascending Investigators","","University of Copenhagen","Birgitte Rahbek Kornum","ASSOCIATE PROFESSOR","","","",17228,17491,2020,1989,"1","2024-11-04T12:03:57.587238Z",17229,2.653,"Research and Science","2024-11-04T12:03:57.587280Z"
"","Understanding immunity against SARS-CoV-2 in the general population: a seroprevalence study","LUNDBECK",2000000,"","Corona","","Roskilde University","Karen Angeliki Krogfelt","PROFESSOR","","","",17249,17512,2020,1977,"1","2024-11-04T12:01:00.595528Z",17250,4.666,"Research and Science","2024-11-04T12:01:00.595569Z"
"","Farmakologiske undersøgelser af GHB ligander i stroke","LUNDBECK",100000,"","Stipends for Sabbatical Leave","","University of Copenhagen","Petrine Wellendorph","ASSOCIATE PROFESSOR","","","",17263,17526,2020,188,"1","2024-10-28T13:54:35.047644Z",17264,9.922,"Research and Science","2024-10-28T13:54:35.047692Z"
"","DNA Detektiven, Sæson 3","LUNDBECK",1300000,"","SEC - Science Education & Communication","","Magnus Film ApS","Linus Dahomé Mørk","PRODUCER","","","",17275,17538,2020,1161,"1","2024-10-31T09:21:42.691475Z",17276,4.477,"Education and public information","2024-10-31T09:21:42.691519Z"
"","Hvad Hjernen Ikke Forstår","LUNDBECK",1500000,"","SEC - Science Education & Communication","","Plus Pictures","Mette Heide","PRODUCER","","","",17276,17539,2020,678,"1","2024-10-30T12:34:57.579700Z",17277,4.177,"Education and public information","2024-10-30T12:34:57.579741Z"
"","Promotion af DNA Detektiven - Sæson 2","LUNDBECK",30000,"","SEC - Science Education & Communication","","Magnus Film ApS","Linus Dahomé Mørk","PRODUCER","","","",17286,17549,2020,592,"1","2024-10-30T12:08:12.606601Z",17287,16.446,"Education and public information","2024-10-30T12:08:12.606640Z"
"","A deep learning approach to crystal structure determination","LUNDBECK",2000000,"","Experiment","","University of Copenhagen","Anders Østergaard Madsen","ASSOCIATE PROFESSOR","","","",17324,17587,2019,1118,"1","2024-10-31T09:11:52.089652Z",17325,2.144,"Research and Science","2024-10-31T09:11:52.089691Z"
"","Nucleosome-based Epigenetic Inheritance through Cell Division","LUNDBECK",2399122,"","Postdocs","","University of Copenhagen","Ryan Ard","POSTDOC","","","",17370,17633,2019,324,"1","2024-10-28T14:56:00.956631Z",17371,3.121,"Research and Science","2024-10-28T14:56:00.956673Z"
"","BRAIN COMET","LUNDBECK",40000000,"","Professorships","","Aarhus University","Leif Østergaard","CLINICAL PROFESSOR","","","",17384,17647,2019,116,"1","2024-10-28T13:30:09.616940Z",17385,4.019,"Research and Science","2024-10-28T13:30:09.616968Z"
"","Researcherzonen år 3","LUNDBECK",1440000,"","SEC - Science Education & Communication","","Videnskab.dk","Peter Hyldgård","PROJECT DIRECTOR","","","",17451,17714,2019,335,"1","2024-10-29T10:51:13.984448Z",17452,4.848,"Education and public information","2024-10-29T10:51:13.984489Z"
"","BRAINSTRUC - year 4 & 5","LUNDBECK",20000000,"","Strategic Project","","University of Copenhagen","Kresten Lindorff-Larsen","PROFESSOR","","","",17456,17719,2019,495,"1","2024-10-29T14:20:20.503375Z",17457,28.389,"Research and Science","2024-10-29T14:20:20.503414Z"
"","Ketogenic ester treatment and beta hydroxybutyrate brain levels in alcohol use disorder patients","LUNDBECK",110000,"","Visiting Professorships","","Mental Health services in the Capital Region of Denmark","Anders Fink-Jensen","CLINICAL PROFESSOR","","","",17469,17733,2019,2003,"1","2024-11-04T12:06:07.487602Z",17470,2.146,"Research and Science","2024-11-04T12:06:07.487629Z"
"","Thor Haahr","LUNDBECK",100000,"","Talent Prize","","Aarhus University","Thor Haahr","PHD STUDENT","","","",17504,17768,2018,2015,"1","2024-11-04T12:51:42.885693Z",17505,7.133,"Research and Science","2024-11-04T12:51:42.885733Z"
"","Ansøgning om psykiatriske scholarstipendier 2018","LUNDBECK",2100000,"","Pre-Graduate Scholarships","","Mental Health services in the Capital Region of Denmark","Merete Nordentoft","PROFESSOR","","","",17508,17772,2018,1631,"1","2024-11-01T12:40:04.263782Z",17509,23.752,"Research and Science","2024-11-01T12:40:04.263820Z"
